"value","quantile","type","forecast_date","target","target_end_date","location"
0,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0.0875,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0.5125,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0.925,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
1,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
1,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
1,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
1,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
1.2125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
1.6625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
1.92125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,NA,"point",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0.2125,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0.6625,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0.92125,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,NA,"point",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,NA,"point",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.01,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.025,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.05,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.1,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.15,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.2,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.25,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.3,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.35,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.4,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.45,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.5,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.55,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.6,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.65,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.7,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.75,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.8,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.85,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.9,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.95,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.975,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.99,"quantile",2022-01-24,"3 week ahead","2022-02-13","16"
0,NA,"point",2022-01-24,"3 week ahead","2022-02-13","16"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.3125,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.7625,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.0375,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.4125,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.8625,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
1,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.01,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.025,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.05,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.1,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.15,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.2,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.25,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.3,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.35,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.4,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.45,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.5,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.55,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.6,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.65,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.7,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.75,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.8,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.85,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,0.9,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.2125,0.95,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.6625,0.975,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0.92125,0.99,"quantile",2022-01-24,"4 week ahead","2022-02-20","16"
0,NA,"point",2022-01-24,"4 week ahead","2022-02-20","16"
2.07875,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2.3375,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2.7875,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3.425,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4.325,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4.8425,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2.2375,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2.6875,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3.025,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3.33125,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3.5,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3.66875,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3.975,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4,0.75,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4,0.8,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4.3125,0.85,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
4.7625,0.9,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
5.2125,0.95,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
5.6625,0.975,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
5.92125,0.99,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,NA,"point",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.01,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.025,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.05,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.1,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.15,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.2,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2,0.25,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2.075,0.3,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2.4875,0.35,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
2.9125,0.4,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.45,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.5,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.55,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.6,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.65,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
3,0.7,"quantile",2022-01-24,"1 week ahead","2022-01-30","17"
